,詞,標準症狀,詞長度
4144,耳鳴失眠,難眠。,4
4145,耳鳴目眩,目眩。,4
4146,耳鳴目眩,耳鳴。,4
4147,肉脫形瘦,全身消瘦。,4
4148,肉瞤身振,肉顫。,4
4149,肌肉萎縮,四肢萎縮。,4
4150,肌肉跳動,肉顫。,4
4151,肌肉瘦削,全身消瘦。,4
4152,肌表微熱,低熱。,4
4153,肌削,全身消瘦。,2
4154,肌膚壯熱,壯熱。,4
4155,肌膚枯燥,皮膚乾。,4
4156,肌膚發酸麻痹,全身麻。,6
4157,肌膚發酸麻痹,全身酸。,6
4158,自汗不止，動則尤甚,自汗。,9
4159,自汗出,自汗。,3
4160,自汗欲脫,自汗。,4
4161,色晦黃,面色黃。,3
4162,色晦黃,面色暗。,3
4163,色萎不華,面色黃。,4
4164,色萎不華,面色暗。,4
4165,血色不華，遇勞即發,面色暗。,9
4166,血崩驟然不止,月經不止。,6
4167,血淡後稀,月經色淡紅。,4
4168,血淡後稀,月經質稀。,4
4169,血量多如崩，色紅有塊，動輒更甚,月經色紅。,15
4170,血量多如崩，色紅有塊，動輒更甚,月經挾塊。,15
4171,血量多如崩，色紅有塊，動輒更甚,月經量多。,15
4172,行經量多，延期,月經後期。,7
4173,行經量多，延期,月經量多。,7
4174,行經雜有瘀塊，腹痛甚劇，第3天有大片子宮內膜落出,月經挾塊。,24
4175,行經雜有瘀塊，腹痛甚劇，第3天有大片子宮內膜落出,月經腹痛。,24
4176,低熱久熱，下午尤甚,低熱。,9
4177,冷汗,冷汗。,2
4178,吞咽困難,吞嚥不暢。,4
4179,困倦,情緒神疲。,2
4180,困倦神萎,情緒神疲。,4
4181,妊娠陰道流血,妊娠陰道出血。,6
4182,妊娠腹大，腹脹不舒,妊娠腹脹。,9
4183,尾間酸楚,尾閭痛。,4
4184,尿下濁塊,小便挾血。,4
4185,尿色混濁如泔漿，夾有血絲,小便挾乳糜。,12
4186,尿色混濁如泔漿，夾血絲，甚則下濁塊，勞累加重,小便挾血。,22
4187,尿色混濁如泔漿，夾血絲，甚則下濁塊，勞累加重,小便挾乳糜。,22
4188,尿黃少,小便色黃。,3
4189,尿黃少,小便量少。,3
4190,尿澄如泔，上沫如油,小便色黃。,9
4191,尿頻尿多,小便次多。,4
4192,尿頻尿多,小便量多。,4
4193,尿頻尿急,小便次多。,4
4194,尿頻尿急,小便急迫。,4
4195,局促似喘,呼吸急促。,4
4196,形色憔悴,面色暗。,4
4197,形枯,全身消瘦。,2
4198,形容疲憊,情緒神疲。,4
4199,形神日羸,全身消瘦。,4
4200,形神日羸,情緒神疲。,4
4201,形神萎頓,情緒神疲。,4
4202,形寒時而身熱,畏寒。,6
4203,形寒時而身熱,發熱。,6
4204,形寒惡風,畏寒。,4
4205,形寒惡風,惡風。,4
4206,形槁神呆,全身消瘦。,4
4207,形槁神呆,意識呆滯。,4
4208,形瘦如柴,全身消瘦。,4
4209,形瘦神衰,全身消瘦。,4
4210,形瘦神衰,情緒神疲。,4
4211,形瘦黛黑,全身消瘦。,4
4212,形瘦黛黑,面色黑。,4
4213,形羸色晦,全身消瘦。,4
4214,形羸色晦,面色暗。,4
4215,形體消瘦如柴,全身消瘦。,6
4216,步履艱澀,步態不穩。,4
4217,每一合眼即驚跳,情緒心驚。,7
4218,每月行經二次,月經先期。,6
4219,沉迷欲睡,嗜睡。,4
4220,肝脾區時覺疼痛,右脅痛。,7
4221,言動甚壯，勁有力,聲重。,8
4222,言語低怯,情緒聲弱。,4
4223,言語謬妄,意識譫妄。,4
4224,谷道不合，閉目即遺,大便次多。,9
4225,足不能步,步態不穩。,4
4226,足心如烙,手足心熱。,4
4227,足跟疼痛,足跟痛。,4
4228,身內瞤動,肉顫。,4
4229,身洒淅,毛髮豎起。,3
4230,身洒淅,畏寒。,3
4231,身重倦怠,全身重。,4
4232,身重倦怠,情緒神疲。,4
4233,身倦,情緒神疲。,2
4234,身疲乏力,四肢無力。,4
4235,身疲乏力,情緒神疲。,4
4236,身發黃,皮膚色黃。,3
4237,身酸痛,全身痛。,3
4238,身酸痛,全身酸。,3
4239,身熱反甚,發熱。,4
4240,身熱如烙，清熱和解,發熱。,9
4241,身熱汗出,自汗。,4
4242,身熱汗出,發熱。,4
4243,身熱胸痞,胸悶。,4
4244,身熱胸痞,發熱。,4
4245,身熱體溫偏高，一般是下午高，勞累之後往往高得更明顯，靜養不服藥體溫也能恢復正常,午後發熱。,39
4246,身熱體溫偏高，一般是下午高，勞累之後往往高得更明顯，靜養不服藥體溫也能恢復正常,發熱。,39
4247,身體重者,全身重。,4
4248,乳汁自動外流，乳脹即出，流淨為止,產後乳汁自漏。,16
4249,乳脹,乳房脹。,2
4250,乳糜血尿，輕時如米泔，重則像膏脂,小便挾血。,16
4251,乳糜血尿，輕時如米泔，重則像膏脂,小便挾乳糜。,16
4252,兩手振掉，振振欲擗地,手顫。,10
4253,兩目瞪視,意識痴呆。,4
4254,兩足冰冷,足冷。,4
4255,兩乳不脹，乳汁點滴未見,產後乳汁不行。,11
4256,兩唇焦裂,唇乾。,4
4257,兩唇焦裂,唇裂。,4
4258,兩眼發花,目花。,4
4259,兩鼻孔出血量多，血色淡紅,鼻衄。,12
4260,兩頰潮紅,面色紅。,4
4261,兩臂麻木不仁,右手麻。,6
4262,兩臂麻木不仁,左手麻。,6
4263,兩臂攣急,四肢抽搐。,4
4264,兩顴紅暈,面色紅。,4
4265,兩顴微赤,面色紅。,4
4266,兩顴獨紅,面色紅。,4
4267,其人如痴,意識痴呆。,4
4268,卒無所知,意識恍惚。,4
4269,卒然昏仆不語,意識昏迷。,6
4270,卒然昏仆不語,情緒寡言。,6
4271,周身浮腫,全身浮腫。,4
4272,周身酸軟無力,四肢無力。,6
4273,周身酸軟無力,全身酸。,6
4274,呼不應,語聲不出。,3
4275,呼之不應,語聲不出。,4
4276,呼吸不平,呼吸不暢。,4
4277,呼吸緊迫，自覺難支,呼吸不暢。,9
4278,呼吸緊迫，自覺難支,呼吸急促。,9
4279,咀嚼無力,牙齒無力。,4
4280,夜不能眠,難眠。,4
4281,夜不能寐,難眠。,4
4282,夜多屎,大便量多。,3
4283,夜尿量多,小便量多。,4
4284,夜尿量多,夜時小便次多。,4
4285,夜臥少寐,難眠。,4
4286,夜臥夢擾,多夢。,4
4287,夜晚口乾,口乾。,4
4288,夜寐不寧,易醒。,4
4289,夜寐多夢,多夢。,4
4290,夜寐夢多,多夢。,4
4291,夜稍閉目，遺矢滿床,大便失禁。,9
4292,夜夢驚恐,多夢。,4
4293,夜夢驚恐,情緒恐懼。,4
4294,夜夢驚恐,情緒心驚。,4
4295,夜睡時脊背正中有冷束感,背冷。,11
4296,忽忽如有所失,意識恍惚。,6
4297,忽寐忽醒,易醒。,4
4298,怕冷，遇風更甚，得熱則舒,畏風。,12
4299,怕冷，遇風更甚，得熱則舒,畏寒。,12
4300,性急易怒,情緒急躁。,4
4301,性急易怒,情緒憤怒。,4
4302,性欲淡漠,性欲低落。,4
4303,性躁,情緒急躁。,2
4304,昏不識人,意識昏迷。,4
4305,昏仆不知人,意識昏迷。,5
4306,昏扑,意識昏迷。,2
4307,昏沉不醒,意識昏迷。,4
4308,昏沉欲睡,嗜睡。,4
4309,昏迷嗜睡,意識昏迷。,4
4310,昏迷嗜睡,嗜睡。,4
4311,昏厥不醒,意識昏迷。,4
4312,昏睡露睛,張目。,4
4313,昏憒語亂,意識昏迷。,4
4314,昏憒語亂,意識譫語。,4
4315,昏糊不省,意識昏迷。,4
4316,易飢或不知飢,食欲亢進。,6
4317,易飢或不知飢,食欲低落。,6
4318,易飢善食,食欲亢進。,4
4319,泛泛作惡,噁心。,4
4320,泛泛欲噁,噁心。,4
4321,疝墜,疝氣。,2
4322,肢倦,四肢無力。,2
4323,肢浮腫,四肢浮腫。,3
4324,肢涼,四肢冷。,2
4325,肢涼額熱,四肢冷。,4
4326,肢涼額熱,頭熱。,4
4327,肢軟乏力,下肢無力。,4
4328,肢節麻木,四肢麻木。,4
4329,肢酸乏力,四肢無力。,4
4330,肢酸乏力,四肢酸。,4
4331,肢顫,四肢抽搐。,2
4332,肢體困倦，軟而無力,四肢無力。,9
4333,臥不能寐,難眠。,4
4334,臥床未起,嗜睡。,4
4335,臥床如屍,嗜睡。,4
4336,表情呆滯,意識呆滯。,4
4337,長期發冷發熱,寒熱往來。,6
4338,便血肛墜,大便挾血。,4
4339,便血肛墜,肛門墜脹。,4
4340,便血常見黑糞,大便色黑。,6
4341,便血常見黑糞,大便挾血。,6
4342,便血紫暗量多,大便色黑。,6
4343,便血紫暗量多,大便挾血。,6
4344,便血紫暗量多,大便量多。,6
4345,便後乏力,便後無力。,4
4346,便意甚頻,大便次多。,4
4347,便溏腸鳴,大便質稀。,4
4348,便溏腸鳴,腹鳴。,4
4349,前陰矢氣作聲,陰道排氣。,6
4350,咯大量白色泡沫痰液,咳痰。,9
4351,咯大量白色泡沫痰液,痰挾沫。,9
4352,咯大量白色泡沫痰液,痰量多。,9
4353,咯痰不爽,咳痰。,4
4354,咳出皆白沫，咳痰清稀,咳痰。,10
4355,咳出皆白沫，咳痰清稀,痰色清。,10
4356,咳出皆白沫，咳痰清稀,痰挾沫。,10
4357,咳出皆白沫，咳痰清稀,痰質稀。,10
4358,咳吐粉紅色泡漠,咳吐。,7
4359,咳逆痰多白鹹或有黑花,咳嗽。,10
4360,咳逆痰多白鹹或有黑花,氣逆。,10
4361,咳逆痰多白鹹或有黑花,痰色白。,10
4362,咳逆痰多白鹹或有黑花,痰量多。,10
4363,咳唾涎沫稀而量多,涎挾沫。,8
4364,咳唾涎沫稀而量多,涎量多。,8
4365,咳喘,咳喘。,2
4366,咳喘反劇,咳喘。,4
4367,咳喘痰湧如潮,咳喘。,6
4368,咳喘痰湧如潮,痰量多。,6
4369,咳喘轆轆作聲，如貓鼾狀,咳喘。,11
4370,咳嗆火升,嗆咳。,4
4371,咳嗆火升甚於暮夜,嗆咳。,8
4372,咳痰不爽,咳痰。,4
4373,咳嗽胸悶,咳嗽。,4
4374,咳嗽胸悶,胸悶。,4
4375,咳嗽帶血,咳血。,4
4376,咳嗽帶血,咳嗽。,4
4377,咳嗽微喘,呼吸急促。,4
4378,咳嗽微喘,咳嗽。,4
4379,咳嘔清涎,吐涎。,4
4380,咳嘔清涎,咳吐。,4
4381,咽乾胸痛,胸痛。,4
4382,咽乾胸痛,喉乾。,4
4383,咽乾隱痛,喉乾。,4
4384,咽乾隱痛,喉痛。,4
4385,咽常似有物梗阻,咽阻。,7
4386,咽喉痰聲,呼吸痰鳴。,4
4387,咽痛，勞累則發,喉痛。,7
4388,咽痛作癢,喉痛。,4
4389,咽痛作癢,喉癢。,4
4390,咽痛掀紅,喉痛。,4
4391,思飲喜冷,渴喜冷飲。,4
4392,指冷,手指冷。,2
4393,津乾,涎量少。,2
4394,甚則有汗,自汗。,4
4395,甚則起坐不安,情緒心慌。,6
4396,畏冷,畏寒。,2
4397,畏風畏寒,畏風。,4
4398,畏風畏寒,畏寒。,4
4399,畏寒肢冷,四肢冷。,4
4400,畏寒肢冷,畏寒。,4
4401,畏寒神疲,畏寒。,4
4402,畏寒神疲,情緒神疲。,4
4403,胃納不佳,食欲低落。,4
4404,胃納不香,食欲低落。,4
4405,胃脘痛得食則減,胃痛食後減輕。,7
4406,背痛,背痛。,2
4407,胎不動,妊娠死胎。,3
4408,胎萎不長,妊娠死胎。,4
4409,面(白光)白,面色白。,6
4410,面(白光)色白,面色白。,7
4411,面(白光)無華,面色白。,7
4412,面(白光)無華,面色暗。,7
4413,面白不華,面色白。,4
4414,面白不華,面色暗。,4
4415,面白形羸,全身消瘦。,4
4416,面白形羸,面色白。,4
4417,面白無華,面色白。,4
4418,面白無華,面色暗。,4
4419,面目、腳踝浮腫,面浮腫。,7
4420,面目、腳踝浮腫,腳踝浮腫。,7
4421,面目手足浮腫,四肢浮腫。,6
4422,面目手足浮腫,面浮腫。,6
4423,面目俱赤,目紅。,4
4424,面目俱赤,面色紅。,4
4425,面目虛浮,面浮腫。,4
4426,面色(白光)白，晦暗,面色白。,10
4427,面色(白光)白，晦暗,面色暗。,10
4428,面色白(白光),面色白。,7
4429,面色青灰,面色青。,4
4430,面色紅潤,面色紅。,4
4431,面色浮黃,面色黃。,4
4432,面色晦暗,面色暗。,4
4433,面色游紅,面色紅。,4
4434,面色萎黃少華,面色黃。,6
4435,面色萎黃少華,面色暗。,6
4436,面色黃滯少華,面色黃。,6
4437,面色黃滯少華,面色暗。,6
4438,面色黃滯晦暗,面色黃。,6
4439,面色黃滯晦暗,面色暗。,6
4440,面色黃黯,面色黃。,4
4441,面色黃黯,面色暗。,4
4442,面色滯晦,面色暗。,4
4443,面色蒼白不澤,面色白。,6
4444,面色蒼白不澤,面色暗。,6
4445,面色蒼白或青紫,面色白。,7
4446,面色蒼白或青紫,面色青。,7
4447,面色憔悴,面色暗。,4
4448,面色黯黃乏澤,面色黃。,6
4449,面色黯黃乏澤,面色暗。,6
4450,面赤目紅,目紅。,4
4451,面赤目紅,面色紅。,4
4452,面赤如妝,面色紅。,4
4453,面青目合,目瞑。,4
4454,面青目合,面色青。,4
4455,面垢鼻煤,面垢。,4
4456,面紅目赤,目紅。,4
4457,面紅目赤,面色紅。,4
4458,面若無神,意識恍惚。,4
4459,面唇淡白青灰,面色白。,6
4460,面唇淡白青灰,面色青。,6
4461,面唇淡白青灰,唇色白。,6
4462,面容萎黃,面色黃。,4
4463,面容塗朱,面色紅。,4
4464,面容蒼白,面色白。,4
4465,面部略有虛浮,面浮腫。,6
4466,面萎黃,面色黃。,3
4467,面黃而淡，呈暗黃色，黃色淡白不澤,面色白。,16
4468,面黃而淡，呈暗黃色，黃色淡白不澤,面色黃。,16
4469,面黃而淡，呈暗黃色，黃色淡白不澤,面色暗。,16
4470,面黃形衰,全身消瘦。,4
4471,面黃形衰,面色黃。,4
4472,面黑,面色黑。,2
4473,面黑大喘,呼吸急促。,4
4474,面黑大喘,面色黑。,4
4475,面潮紅,面色紅。,3
4476,音嘶,聲啞。,2
4477,風疹細小疹塊，色淡紅，劇癢難忍,皮膚紅疹。,15
4478,風疹細小疹塊，色淡紅，劇癢難忍,皮膚癢。,15
4479,食不知味,食欲低落。,4
4480,食少體倦,食欲低落。,4
4481,食少體倦,情緒神疲。,4
4482,食即噯氣,噯氣。,4
4483,食來乏味噁心,食欲低落。,6
4484,食來乏味噁心,噁心。,6
4485,食差,食欲低落。,2
4486,食慾不振,食欲低落。,4
4487,食慾欠佳,食欲低落。,4
4488,食慾減退,食欲低落。,4
4489,食慾銳減,食欲低落。,4
4490,食減形消,全身消瘦。,4
4491,食減形消,食欲低落。,4
4492,食量全缺,食欲低落。,4
4493,食慾不佳,食欲低落。,4
4494,食慾不佳飲食少,食欲低落。,7
4495,香燥辛熱健脾之劑與之，泄瀉轉加,大便次多。,15
4496,香燥辛熱健脾之劑與之，泄瀉轉加,大便質稀。,15
4497,俯仰艱難,難臥。,4
4498,倚息難臥，動則尤甚,難臥。,9
4499,倦怠少氣乏力,四肢無力。,6
4500,倦怠少氣乏力,呼吸微弱。,6
4501,倦怠少氣乏力,情緒神疲。,6
4502,倦怠神衰,情緒神疲。,4
4503,唇甲少華,指甲色紫。,4
4504,唇甲少華,唇暗。,4
4505,唇甲俱白,指甲色白。,4
4506,唇甲俱白,唇色白。,4
4507,唇甲淡白,指甲色白。,4
4508,唇甲淡白,唇色白。,4
4509,唇甲無華,唇暗。,4
4510,唇舌青紫,唇色紫。,4
4511,唇色紫黑,唇色紫。,4
4512,唇似朱塗,唇色紅。,4
4513,唇紅煩躁,唇色紅。,4
4514,唇紅煩躁,情緒煩躁。,4
4515,唇紅顴赤,面色紅。,4
4516,唇紅顴赤,唇色紅。,4
4517,唇乾,唇乾。,2
4518,唇淡黯,唇色白。,3
4519,唇淡黯,唇暗。,3
4520,唇焦口燥,口乾。,4
4521,唇焦口燥,唇乾。,4
4522,唇焦裂,唇乾。,3
4523,唇焦裂,唇裂。,3
4524,容熱飲,渴喜熱飲。,3
4525,時有尿意而點滴不下,小便次多。,9
4526,時有尿意而點滴不下,小便量少。,9
4527,時有煩躁,情緒煩躁。,4
4528,時有餘瀝,小便不盡。,4
4529,時有遺泄,遺精。,4
4530,時自煩,情緒煩躁。,3
4531,時時微煩,情緒煩躁。,4
4532,時感畏寒,畏寒。,4
4533,時煩躁,情緒煩躁。,3
4534,時噁心,噁心。,3
4535,時覺心慌,情緒心慌。,4
4536,時譫語,意識譫語。,3
4537,氣乏神疲,呼吸微弱。,4
4538,氣乏神疲,情緒神疲。,4
4539,氣急息粗鼻煽,呼吸急促。,6
4540,氣急息粗鼻煽,呼吸聲大。,6
4541,氣急神昏,呼吸急促。,4
4542,氣急神昏,意識昏迷。,4
4543,氣息低沉,情緒聲弱。,4
4544,氣息俱微,呼吸微弱。,4
4545,氣逆痰鳴,呼吸痰鳴。,4
4546,氣逆痰鳴,氣逆。,4
4547,氣喘不續,呼吸不暢。,4
4548,氣喘不續,呼吸急促。,4
4549,氣短心慌，動則更甚,呼吸微弱。,9
4550,氣短心慌，動則更甚,情緒心慌。,9
4551,氣短似喘,呼吸急促。,4
4552,氣短似喘,呼吸微弱。,4
4553,氣短神疲,呼吸微弱。,4
4554,氣短神疲,情緒神疲。,4
4555,氣短胸悶,呼吸微弱。,4
4556,氣短胸悶,胸悶。,4
4557,氣短無力,四肢無力。,4
4558,氣短無力,呼吸微弱。,4
4559,氣短無力，有下墜感,呼吸微弱。,9
4560,氣憋,呼吸不暢。,2
4561,氣壅不降,氣逆。,4
4562,浮腫,全身浮腫。,2
4563,消谷善飢,食欲亢進。,4
4564,消瘦疲乏,全身消瘦。,4
4565,消瘦疲乏,情緒神疲。,4
4566,特別嗜臥,嗜睡。,4
4567,病後失音,聲啞。,4
4568,眩暈目閉不能開,目眩。,7
4569,眩暈目閉不能開,目瞑。,7
4570,眩暈目閉不能開,頭暈。,7
4571,眩暈量少,目眩。,4
4572,眩暈量少,頭暈。,4
4573,神志不定,意識恍惚。,4
4574,神志慌惑,意識恍惚。,4
4575,神昏,意識昏迷。,2
4576,神昏不支,情緒神疲。,4
4577,神昏不語,意識昏迷。,4
4578,神昏不語,情緒寡言。,4
4579,神昏耳鳴,耳鳴。,4
4580,神昏耳鳴,意識昏迷。,4
4581,神昏發熱,意識昏迷。,4
4582,神昏發熱,發熱。,4
4583,神思不清,意識恍惚。,4
4584,神思似清，而時昏聵,意識昏迷。,9
4585,神怠困憊,情緒神疲。,4
4586,神倦氣短,呼吸微弱。,4
4587,神倦氣短,情緒神疲。,4
4588,神倦懶言,情緒神疲。,4
4589,神倦懶言,意識懶言。,4
4590,神氣衰減,情緒神疲。,4
4591,神疲肢倦,四肢無力。,4
4592,神疲肢倦,情緒神疲。,4
4593,神疲氣索,呼吸急促。,4
4594,神疲氣索,情緒神疲。,4
4595,神疲納少,食欲低落。,4
4596,神疲納少,情緒神疲。,4
4597,神疲納差,食欲低落。,4
4598,神疲納差,情緒神疲。,4
4599,神疲喜臥,情緒神疲。,4
4600,神疲喜臥,嗜睡。,4
4601,神疲羸瘦,全身消瘦。,4
4602,神疲羸瘦,情緒神疲。,4
4603,神衰氣短,呼吸微弱。,4
4604,神衰氣短,情緒神疲。,4
4605,神衰語囈,情緒神疲。,4
4606,神衰語囈,夢語。,4
4607,神情呆鈍,意識呆滯。,4
4608,神情煩躁,情緒煩躁。,4
4609,神萎語低,情緒神疲。,4
4610,神萎語低,情緒聲弱。,4
4611,神魂不安,情緒心慌。,4
4612,神憒,意識昏迷。,2
4613,神憊疲倦,情緒神疲。,4
4614,神識不清不能言語,意識恍惚。,8
4615,神識不清不能言語,情緒聲弱。,8
4616,神識昏狂,意識昏迷。,4
4617,神識昏狂,意識發狂。,4
4618,神識昏蒙,意識昏迷。,4
4619,納少乏味納呆,食欲低落。,6
4620,納少便溏,大便質稀。,4
4621,納少便溏,食欲低落。,4
4622,納谷作脹,食後腹脹。,4
4623,納食不香,食欲低落。,4
4624,納差納呆,食欲低落。,4
4625,缺乳,產後乳汁不行。,2
4626,胸中嘈雜作痛,胸痛。,6
4627,胸中嘈雜作痛,嘈雜。,6
4628,胸中滿悶,胸悶。,4
4629,胸背作痛,背痛。,4
4630,胸背作痛,胸痛。,4
4631,胸脅痛喜按，晡劇春發,脅痛。,10
4632,胸脅痛喜按，晡劇春發,胸痛。,10
4633,胸骨後劇痛,胸痛。,5
4634,胸悶窒塞,胸悶。,4
4635,胸痛,胸痛。,2
4636,胸滿心煩,胸悶。,4
4637,胸滿心煩,情緒煩躁。,4
4638,胸膈脹滿,胸悶。,4
4639,胸膈脹滿,胸脹。,4
4640,脅下痞,脅脹。,3
4641,脅痛脅脹隱疝,脅痛。,6
4642,脅痛脅脹隱疝,脅脹。,6
4643,脅脹,脅脹。,2
4644,脅腹脹痛,脅痛。,4
4645,脅腹脹痛,脅脹。,4
4646,脅腹脹痛,腹痛。,4
4647,脅腹脹痛,腹脹。,4
4648,記憶力衰退,意識健忘。,5
4649,飢而欲食,食欲亢進。,4
4650,高熱自汗,自汗。,4
4651,高熱自汗,壯熱。,4
4652,偏墜作痛,少腹痛。,4
4653,偏墜作痛,疝氣。,4
4654,偏廢,半身偏癱。,2
4655,動則心累,情緒神疲。,4
4656,動氣，氣從臍下上沖,氣逆。,9
4657,帶下白物,白帶色清。,4
4658,帶下淋滴不斷,白帶量多。,6
