,詞,長度,標準症狀,備註,包含
2171,脈洪大微數,5,脈寬度寬。脈寬度寬。脈寬度細。脈力度弱。脈速度快。,脈診,
2172,脈洪大數沉,5,脈寬度寬。脈寬度寬。脈速度快。脈部位沉。,脈診,
2173,脈浮弦弦滑,5,脈部位浮。脈緊度緊。脈長度長。脈緊度緊。脈長度長。脈利度滑。,脈診,
2174,脈弦澀稍緊,5,脈緊度緊。脈長度長。脈利度澀。脈幅異常。脈緊度緊。,脈診,
2175,脈弦滑稍洪,5,脈緊度緊。脈長度長。脈利度滑。脈寬度寬。,脈診,
2176,脈弦滑緩弱,5,脈緊度緊。脈長度長。脈利度滑。脈速度慢。脈力度弱。,脈診,
2177,脈弦滑緩細,5,脈緊度緊。脈長度長。脈利度滑。脈速度慢。脈寬度細。,脈診,
2178,脈弦滑長大,5,脈緊度緊。脈長度長。脈利度滑。脈長度長。脈寬度寬。,脈診,
2179,脈弦滑長數,5,脈緊度緊。脈長度長。脈利度滑。脈長度長。脈速度快。,脈診,
2180,脈弦澀弦滑,5,脈緊度緊。脈長度長。脈利度澀。脈幅異常。脈緊度緊。脈長度長。脈利度滑。,脈診,
2181,脈沉細弦滑,5,脈部位沉。脈寬度細。脈緊度緊。脈長度長。脈利度滑。,脈診,
2182,脈沉稍澀微,5,脈部位沉。脈利度澀。脈幅異常。脈寬度細。脈力度弱。,脈診,
2183,脈沉稍細弱,5,脈部位沉。脈寬度細。脈力度弱。,脈診,
2184,脈沉稍滑緊,5,脈部位沉。脈利度滑。脈緊度緊。,脈診,
2185,脈弦滑細數,5,脈緊度緊。脈長度長。脈利度滑。脈寬度細。脈速度快。,脈診,
2186,脈弦澀稍弱,5,脈緊度緊。脈長度長。脈利度澀。脈幅異常。脈力度弱。,脈診,
2187,脈沉細微弦,5,脈部位沉。脈寬度細。脈寬度細。脈力度弱。脈緊度緊。脈長度長。,脈診,
2188,脈弦滑短細,5,脈緊度緊。脈長度長。脈利度滑。脈長度短。脈寬度細。,脈診,
2189,脈弦澀細弱,5,脈緊度緊。脈長度長。脈利度澀。脈幅異常。脈寬度細。脈力度弱。,脈診,
2190,脈弦澀細滑,5,脈緊度緊。脈長度長。脈利度澀。脈幅異常。脈寬度細。脈利度滑。,脈診,
2191,脈弦滑結代,5,脈緊度緊。脈長度長。脈利度滑。脈速度慢。脈止率亂。脈止率定。,脈診,
2192,脈沉細弱數,5,脈部位沉。脈寬度細。脈力度弱。脈速度快。,脈診,
2193,脈洪大浮數,5,脈寬度寬。脈寬度寬。脈部位浮。脈速度快。,脈診,
2194,脈沉細弱細,5,脈部位沉。脈寬度細。脈力度弱。脈寬度細。,脈診,
2195,脈沉濡沉弱,5,脈部位沉。脈部位浮。脈力度弱。脈寬度細。脈部位沉。脈力度弱。,脈診,
2196,脈沉濡短滑,5,脈部位沉。脈部位浮。脈力度弱。脈寬度細。脈長度短。脈利度滑。,脈診,
2197,脈沉濡稍數,5,脈部位沉。脈部位浮。脈力度弱。脈寬度細。脈速度快。,脈診,
2198,脈沉濡稍澀,5,脈部位沉。脈部位浮。脈力度弱。脈寬度細。脈利度澀。脈幅異常。,脈診,
2199,脈沉細弱緩,5,脈部位沉。脈寬度細。脈力度弱。脈速度慢。,脈診,
2200,脈沉細微數,5,脈部位沉。脈寬度細。脈寬度細。脈力度弱。脈速度快。,脈診,
2201,脈沉遲結代,5,脈部位沉。脈速度慢。脈速度慢。脈止率亂。脈止率定。,脈診,
2202,脈弦稍滑洪,5,脈緊度緊。脈長度長。脈利度滑。脈寬度寬。,脈診,
2203,脈弦微滑數,5,脈緊度緊。脈長度長。脈寬度細。脈力度弱。脈利度滑。脈速度快。,脈診,
2204,脈數弱弦細,5,脈速度快。脈力度弱。脈緊度緊。脈長度長。脈寬度細。,脈診,
2205,脈微弦細細,5,脈寬度細。脈力度弱。脈緊度緊。脈長度長。脈寬度細。脈寬度細。,脈診,
2206,脈沉弱緩實,5,脈部位沉。脈力度弱。脈速度慢。脈寬度寬。脈長度長。,脈診,
2207,脈弱稍有弦,5,脈力度弱。脈緊度緊。脈長度長。,脈診,
2208,脈微浮弦滑,5,脈寬度細。脈力度弱。脈部位浮。脈緊度緊。脈長度長。脈利度滑。,脈診,
2209,脈微滑弱緊,5,脈寬度細。脈力度弱。脈利度滑。脈力度弱。脈緊度緊。,脈診,
2210,脈微滑弱大,5,脈寬度細。脈力度弱。脈利度滑。脈力度弱。脈寬度寬。,脈診,
2211,脈微浮滑數,5,脈寬度細。脈力度弱。脈部位浮。脈利度滑。脈速度快。,脈診,
2212,脈沉細數沉,5,脈部位沉。脈寬度細。脈速度快。脈部位沉。,脈診,
2213,脈沉細浮弱,5,脈部位沉。脈寬度細。脈部位浮。脈力度弱。,脈診,
2214,脈沉細滑弦,5,脈部位沉。脈寬度細。脈利度滑。脈緊度緊。脈長度長。,脈診,
2215,大便仍不禁,5,大便失禁。,新,_
2216,腎功能仍差,5,,新,_
2217,腎功能不良,5,,新,_
2218,脈微浮數數,5,脈寬度細。脈力度弱。脈部位浮。脈速度快。脈速度快。,脈診,
2219,脈微弦細數,5,脈寬度細。脈力度弱。脈緊度緊。脈長度長。脈寬度細。脈速度快。,脈診,
2220,脈沉緊滑數,5,脈部位沉。脈緊度緊。脈利度滑。脈速度快。,脈診,
2221,脈微弦細微,5,脈寬度細。脈力度弱。脈緊度緊。脈長度長。脈寬度細。脈寬度細。脈力度弱。,脈診,
2222,脈微弦細弱,5,脈寬度細。脈力度弱。脈緊度緊。脈長度長。脈寬度細。脈力度弱。,脈診,
2223,脈沉細稍數,5,脈部位沉。脈寬度細。脈速度快。,脈診,
2224,脈沉細稍弱,5,脈部位沉。脈寬度細。脈力度弱。,脈診,
2225,脈沉細稍弦,5,脈部位沉。脈寬度細。脈緊度緊。脈長度長。,脈診,
2226,脈沉細短弱,5,脈部位沉。脈寬度細。脈長度短。脈力度弱。,脈診,
2227,脈浮弦洪大,5,脈部位浮。脈緊度緊。脈長度長。脈寬度寬。脈寬度寬。,脈診,
2228,脈浮弦洪滑,5,脈部位浮。脈緊度緊。脈長度長。脈寬度寬。脈利度滑。,脈診,
2229,脈浮弦滑大,5,脈部位浮。脈緊度緊。脈長度長。脈利度滑。脈寬度寬。,脈診,
2230,腎功能不佳,5,,新,_
2231,脈浮弦滑弦,5,脈部位浮。脈緊度緊。脈長度長。脈利度滑。脈緊度緊。脈長度長。,脈診,
2232,脈有浮細弱,5,脈部位浮。脈寬度細。脈力度弱。,脈診,
2233,脈浮弦滑弱,5,脈部位浮。脈緊度緊。脈長度長。脈利度滑。脈力度弱。,脈診,
2234,脈沉微弦細,5,脈部位沉。脈寬度細。脈力度弱。脈緊度緊。脈長度長。脈寬度細。,脈診,
2235,脈沉細緩數,5,脈部位沉。脈寬度細。脈速度慢。脈速度快。,脈診,
2236,脈沉細緩弱,5,脈部位沉。脈寬度細。脈速度慢。脈力度弱。,脈診,
2237,脈沉細緩大,5,脈部位沉。脈寬度細。脈速度慢。脈寬度寬。,脈診,
2238,頸僵硬酸痛,5,頸項僵。頸項痛。,新,_
2239,膝關節微酸,5,膝酸。,新,_
2240,小便酸澀感,5,小便不暢。,新,_
2241,小便酸軟感,5,？。,新,_
2242,無名指酸痛,5,手無名指痛。,新,_
2243,下半身流汗,5,？。,新,_
2244,脈沉弦細緊,5,脈部位沉。脈緊度緊。脈長度長。脈寬度細。脈緊度緊。,脈診,
2245,腰臀仍酸痛,5,腰酸。腰痛。股陰痛。,新,_
2246,脈沉弦澀細,5,脈部位沉。脈緊度緊。脈長度長。脈利度澀。脈幅異常。脈寬度細。,脈診,
2247,咽喉異物感,5,咽阻。,新,_
2248,脈稍沉稍滑,5,脈部位沉。脈利度滑。,脈診,
2249,脈細緊微弦,5,脈寬度細。脈緊度緊。脈寬度細。脈力度弱。脈緊度緊。脈長度長。,脈診,
2250,脈稍沉稍弦,5,脈部位沉。脈緊度緊。脈長度長。,脈診,
2251,大便中挾血,5,大便挾血。,新,_
2252,解便不規則,5,,新,_
2253,大便不規律,5,,新,_
2254,便不硬難出,5,大便不暢。,新,_
2255,肩關節疼痛,5,關節痛。,新,_
2256,脈沉弱弦滑,5,脈部位沉。脈力度弱。脈緊度緊。脈長度長。脈利度滑。,脈診,
2257,脈沉弱弦細,5,脈部位沉。脈力度弱。脈緊度緊。脈長度長。脈寬度細。,脈診,
2258,脈沉弱弱滑,5,脈部位沉。脈力度弱。脈力度弱。脈利度滑。,脈診,
2259,脈沉細稍滑,5,脈部位沉。脈寬度細。脈利度滑。,脈診,
2260,脈沉細稍澀,5,脈部位沉。脈寬度細。脈利度澀。脈幅異常。,脈診,
2261,脈沉細稍緊,5,脈部位沉。脈寬度細。脈緊度緊。,脈診,
2262,脈沉細稍緩,5,脈部位沉。脈寬度細。脈速度慢。,脈診,
2263,脈沉細結代,5,脈部位沉。脈寬度細。脈速度慢。脈止率亂。脈止率定。,脈診,
2264,脈沉細緊澀,5,脈部位沉。脈寬度細。脈緊度緊。脈利度澀。脈幅異常。,脈診,
2265,脈沉緊稍數,5,脈部位沉。脈緊度緊。脈速度快。,脈診,
2266,脈沉細緩緩,5,脈部位沉。脈寬度細。脈速度慢。脈速度慢。,脈診,
2267,食後腹絞痛,5,？。,新,_
2268,脈沉弱有細,5,脈部位沉。脈力度弱。脈寬度細。,脈診,
2269,脈微弦浮數,5,脈寬度細。脈力度弱。脈緊度緊。脈長度長。脈部位浮。脈速度快。,脈診,
2270,脈微弦浮澀,5,脈寬度細。脈力度弱。脈緊度緊。脈長度長。脈部位浮。脈利度澀。脈幅異常。,脈診,
2271,脈弱細弱細,5,脈力度弱。脈寬度細。脈力度弱。脈寬度細。,脈診,
2272,脈微弦滑代,5,脈寬度細。脈力度弱。脈緊度緊。脈長度長。脈利度滑。脈止率定。,脈診,
2273,脈微弦滑數,5,脈寬度細。脈力度弱。脈緊度緊。脈長度長。脈利度滑。脈速度快。,脈診,
2274,腎功能偏低,5,,新,_
2275,檢驗數據平,5,,新,_
2276,脈弦數稍澀,5,脈緊度緊。脈長度長。脈速度快。脈利度澀。脈幅異常。,脈診,
2277,脈沉弱滑弱,5,脈部位沉。脈力度弱。脈利度滑。脈力度弱。,脈診,
2278,脈沉細澀弱,5,脈部位沉。脈寬度細。脈利度澀。脈幅異常。脈力度弱。,脈診,
2279,脈沉細滑緩,5,脈部位沉。脈寬度細。脈利度滑。脈速度慢。,脈診,
2280,脈沉細滑細,5,脈部位沉。脈寬度細。脈利度滑。脈寬度細。,脈診,
2281,脈沉細滑數,5,脈部位沉。脈寬度細。脈利度滑。脈速度快。,脈診,
2282,脈沉弱有弦,5,脈部位沉。脈力度弱。脈緊度緊。脈長度長。,脈診,
2283,脈沉細澀數,5,脈部位沉。脈寬度細。脈利度澀。脈幅異常。脈速度快。,脈診,
2284,脈沉弱數結,5,脈部位沉。脈力度弱。脈速度快。脈速度慢。脈止率亂。,脈診,
2285,脈沉弱微數,5,脈部位沉。脈力度弱。脈寬度細。脈力度弱。脈速度快。,脈診,
2286,脈有細弦緊,5,脈寬度細。脈緊度緊。脈長度長。脈緊度緊。,脈診,
2287,脈微弦滑弱,5,脈寬度細。脈力度弱。脈緊度緊。脈長度長。脈利度滑。脈力度弱。,脈診,
2288,脈浮弦有弦,5,脈部位浮。脈緊度緊。脈長度長。脈緊度緊。脈長度長。,脈診,
2289,脈弱稍有弱,5,脈力度弱。脈力度弱。,脈診,
2290,脈弱稍有滑,5,脈力度弱。脈利度滑。,脈診,
2291,脈微澀弱長,5,脈寬度細。脈力度弱。脈利度澀。脈幅異常。脈力度弱。脈長度長。,脈診,
2292,脈微細弱大,5,脈寬度細。脈力度弱。脈寬度細。脈力度弱。脈寬度寬。,脈診,
2293,脈微細數大,5,脈寬度細。脈力度弱。脈寬度細。脈速度快。脈寬度寬。,脈診,
2294,脈微細數弱,5,脈寬度細。脈力度弱。脈寬度細。脈速度快。脈力度弱。,脈診,
2295,脈沉弱浮弱,5,脈部位沉。脈力度弱。脈部位浮。脈力度弱。,脈診,
2296,脈微細數數,5,脈寬度細。脈力度弱。脈寬度細。脈速度快。脈速度快。,脈診,
2297,脈微弦沉滑,5,脈寬度細。脈力度弱。脈緊度緊。脈長度長。脈部位沉。脈利度滑。,脈診,
2298,脈微弦微浮,5,脈寬度細。脈力度弱。脈緊度緊。脈長度長。脈寬度細。脈力度弱。脈部位浮。,脈診,
2299,脈弱緩稍沉,5,脈力度弱。脈速度慢。脈部位沉。,脈診,
2300,脈弱緩稍弦,5,脈力度弱。脈速度慢。脈緊度緊。脈長度長。,脈診,
2301,脈稍沉稍弱,5,脈部位沉。脈力度弱。,脈診,
2302,脈沉細數大,5,脈部位沉。脈寬度細。脈速度快。脈寬度寬。,脈診,
2303,脈微滑微數,5,脈寬度細。脈力度弱。脈利度滑。脈寬度細。脈力度弱。脈速度快。,脈診,
2304,脈沉細數弦,5,脈部位沉。脈寬度細。脈速度快。脈緊度緊。脈長度長。,脈診,
2305,脈沉細數微,5,脈部位沉。脈寬度細。脈速度快。脈寬度細。脈力度弱。,脈診,
2306,脈沉細數數,5,脈部位沉。脈寬度細。脈速度快。脈速度快。,脈診,
2307,脈微浮弦沉,5,脈寬度細。脈力度弱。脈部位浮。脈緊度緊。脈長度長。脈部位沉。,脈診,
2308,脈微浮數大,5,脈寬度細。脈力度弱。脈部位浮。脈速度快。脈寬度寬。,脈診,
2309,脈微浮數弱,5,脈寬度細。脈力度弱。脈部位浮。脈速度快。脈力度弱。,脈診,
2310,脈浮弦滑數,5,脈部位浮。脈緊度緊。脈長度長。脈利度滑。脈速度快。,脈診,
2311,脈微微弦弱,5,脈寬度細。脈力度弱。脈寬度細。脈力度弱。脈緊度緊。脈長度長。脈力度弱。,脈診,
2312,脈沉弱浮細,5,脈部位沉。脈力度弱。脈部位浮。脈寬度細。,脈診,
2313,脈沉弱沉弱,5,脈部位沉。脈力度弱。脈部位沉。脈力度弱。,脈診,
2314,脈沉細澀結,5,脈部位沉。脈寬度細。脈利度澀。脈幅異常。脈速度慢。脈止率亂。,脈診,
2315,脈沉細緩沉,5,脈部位沉。脈寬度細。脈速度慢。脈部位沉。,脈診,
2316,脈沉細澀遲,5,脈部位沉。脈寬度細。脈利度澀。脈幅異常。脈速度慢。,脈診,
2317,脈沉細數弱,5,脈部位沉。脈寬度細。脈速度快。脈力度弱。,脈診,
2318,脈微滑數弱,5,脈寬度細。脈力度弱。脈利度滑。脈速度快。脈力度弱。,脈診,
2319,脈微滑稍數,5,脈寬度細。脈力度弱。脈利度滑。脈速度快。,脈診,
2320,脈微滑細弱,5,脈寬度細。脈力度弱。脈利度滑。脈寬度細。脈力度弱。,脈診,
2321,脈弱細滑弱,5,脈力度弱。脈寬度細。脈利度滑。脈力度弱。,脈診,
2322,脈弱細稍弦,5,脈力度弱。脈寬度細。脈緊度緊。脈長度長。,脈診,
2323,脈弱細稍數,5,脈力度弱。脈寬度細。脈速度快。,脈診,
2324,脈弱細稍緊,5,脈力度弱。脈寬度細。脈緊度緊。,脈診,
2325,脈弱結澀弱,5,脈力度弱。脈速度慢。脈止率亂。脈利度澀。脈幅異常。脈力度弱。,脈診,
2326,脈弱緩沉微,5,脈力度弱。脈速度慢。脈部位沉。脈寬度細。脈力度弱。,脈診,
2327,脈弱緩滑滑,5,脈力度弱。脈速度慢。脈利度滑。脈利度滑。,脈診,
2328,皮膚有紅點,5,皮膚紅斑。,新,_
2329,手指微麻木,5,手指麻木。,新,_
2330,脈弦微澀數,5,脈緊度緊。脈長度長。脈寬度細。脈力度弱。脈利度澀。脈幅異常。脈速度快。,脈診,
2331,脈沉弦細數,5,脈部位沉。脈緊度緊。脈長度長。脈寬度細。脈速度快。,脈診,
2332,脈沉弦稍澀,5,脈部位沉。脈緊度緊。脈長度長。脈利度澀。脈幅異常。,脈診,
2333,脈沉弦稍濡,5,脈部位沉。脈緊度緊。脈長度長。脈部位浮。脈力度弱。脈寬度細。,脈診,
2334,脈沉弦稍細,5,脈部位沉。脈緊度緊。脈長度長。脈寬度細。,脈診,
2335,脈沉弦稍緊,5,脈部位沉。脈緊度緊。脈長度長。脈緊度緊。,脈診,
2336,脈沉弦稍緩,5,脈部位沉。脈緊度緊。脈長度長。脈速度慢。,脈診,
2337,脈沉弦細大,5,脈部位沉。脈緊度緊。脈長度長。脈寬度細。脈寬度寬。,脈診,
2338,脈沉弦細弱,5,脈部位沉。脈緊度緊。脈長度長。脈寬度細。脈力度弱。,脈診,
2339,脈沉弱細結,5,脈部位沉。脈力度弱。脈寬度細。脈速度慢。脈止率亂。,脈診,
2340,脈沉弦細遲,5,脈部位沉。脈緊度緊。脈長度長。脈寬度細。脈速度慢。,脈診,
2341,脈沉弦細緩,5,脈部位沉。脈緊度緊。脈長度長。脈寬度細。脈速度慢。,脈診,
2342,脈弦滑滑弱,5,脈緊度緊。脈長度長。脈利度滑。脈利度滑。脈力度弱。,脈診,
2343,子宮已切除,5,,新,_
2344,脈弦滑滑動,5,脈緊度緊。脈長度長。脈利度滑。脈利度滑。脈速度快。脈力度強。脈利度滑。脈長度短。,脈診,
2345,腎功能稍弱,5,,新,_
2346,脈沉弱稍數,5,脈部位沉。脈力度弱。脈速度快。,脈診,
2347,腎功能異常,5,,新,_
2348,脈沉弦滑數,5,脈部位沉。脈緊度緊。脈長度長。脈利度滑。脈速度快。,脈診,
2349,脈沉弦滑大,5,脈部位沉。脈緊度緊。脈長度長。脈利度滑。脈寬度寬。,脈診,
2350,脈沉弦洪數,5,脈部位沉。脈緊度緊。脈長度長。脈寬度寬。脈速度快。,脈診,
2351,脈沉弦沉滑,5,脈部位沉。脈緊度緊。脈長度長。脈部位沉。脈利度滑。,脈診,
2352,脈沉弱動數,5,脈部位沉。脈力度弱。脈速度快。脈力度強。脈利度滑。脈長度短。脈速度快。,脈診,
2353,脈沉弦細長,5,脈部位沉。脈緊度緊。脈長度長。脈寬度細。脈長度長。,脈診,
2354,脈沉弱滑大,5,脈部位沉。脈力度弱。脈利度滑。脈寬度寬。,脈診,
2355,脈沉弱滑滑,5,脈部位沉。脈力度弱。脈利度滑。脈利度滑。,脈診,
2356,臀部位酸麻,5,？。,新,_
2357,脈沉弱澀結,5,脈部位沉。脈力度弱。脈利度澀。脈幅異常。脈速度慢。脈止率亂。,脈診,
2358,脈沉弱稍大,5,脈部位沉。脈力度弱。脈寬度寬。,脈診,
2359,脈沉弱稍弦,5,脈部位沉。脈力度弱。脈緊度緊。脈長度長。,脈診,
2360,脈沉弦稍滑,5,脈部位沉。脈緊度緊。脈長度長。脈利度滑。,脈診,
2361,脈沉弦稍數,5,脈部位沉。脈緊度緊。脈長度長。脈速度快。,脈診,
2362,脈沉弦稍弱,5,脈部位沉。脈緊度緊。脈長度長。脈力度弱。,脈診,
2363,脈沉弦細細,5,脈部位沉。脈緊度緊。脈長度長。脈寬度細。脈寬度細。,脈診,
2364,脈弦微細數,5,脈緊度緊。脈長度長。脈寬度細。脈力度弱。脈寬度細。脈速度快。,脈診,
2365,脈弦數微浮,5,脈緊度緊。脈長度長。脈速度快。脈寬度細。脈力度弱。脈部位浮。,脈診,
