,原始症狀,標準症狀
8182,舌質淡胖,舌體顏色淡白色。
8183,苔膩,舌苔質地黏膩。
8184,舌光紅無苔,舌體顏色紅色。
8185,舌光紅無苔,舌苔厚度薄。
8186,畏寒喜暖,畏寒。
8187,畏寒喜暖,喜溫。
8188,口吐白沫,口吐沫。
8189,口吐涎沫,口吐沫。
8190,口吐涎沫,吐涎。
8191,吐沫吐蛔,吐蛔。
8192,吐沫吐蛔,口吐沫。
8193,多涎唾吐涎沫,涎量多。
8194,多涎唾吐涎沫,吐涎。
8195,多涎唾吐涎沫,口吐沫。
8196,乾嘔或吐涎沫,乾嘔。
8197,乾嘔或吐涎沫,吐涎。
8198,乾嘔或吐涎沫,口吐沫。
8199,嘔涎沫,嘔吐。
8200,嘔涎沫,吐涎。
8201,嘔涎沫,口吐沫。
8202,甚則嘔吐涎沫,嘔吐。
8203,甚則嘔吐涎沫,吐涎。
8204,甚則嘔吐涎沫,涎挾沫。
8205,甚則嘔吐涎沫,口吐沫。
8206,精冷不育,精冷。
8207,口舌乾燥,口乾。
8208,口舌乾燥,舌苔濕度乾。
8209,口乾舌燥,口乾。
8210,口乾舌燥,舌苔濕度乾。
8211,口渴舌乾,口渴。
8212,口渴舌乾,舌苔濕度乾。
8213,口燥舌乾,口乾。
8214,口燥舌乾,舌苔濕度乾。
8215,口躁舌焦,口乾。
8216,口躁舌焦,舌苔濕度乾。
8217,舌乾少津,舌苔濕度乾。
8218,舌燥,舌苔濕度乾。
8219,舌燥口渴,口渴。
8220,舌燥口渴,舌苔濕度乾。
8221,舌燥面赤,面色紅。
8222,舌燥面赤,舌苔濕度乾。
8223,唇、鼻、口、舌、咽喉乾燥,唇乾。
8224,唇、鼻、口、舌、咽喉乾燥,鼻乾。
8225,唇、鼻、口、舌、咽喉乾燥,口乾。
8226,唇、鼻、口、舌、咽喉乾燥,喉乾。
8227,唇、鼻、口、舌、咽喉乾燥,舌苔濕度乾。
8228,鼻、眼、唇、舌、咽等七竅乾燥、乾澀,鼻乾。
8229,鼻、眼、唇、舌、咽等七竅乾燥、乾澀,目乾。
8230,鼻、眼、唇、舌、咽等七竅乾燥、乾澀,唇乾。
8231,鼻、眼、唇、舌、咽等七竅乾燥、乾澀,喉乾。
8232,鼻、眼、唇、舌、咽等七竅乾燥、乾澀,耳乾。
8233,鼻、眼、唇、舌、咽等七竅乾燥、乾澀,舌苔濕度乾。
8234,口舌燥乾,口乾。
8235,口舌燥乾,舌苔濕度乾。
8236,口苦舌燥,口苦。
8237,口苦舌燥,舌苔濕度乾。
8238,舌乾,舌苔濕度乾。
8239,舌乾口渴,口渴。
8240,舌乾口渴,舌苔濕度乾。
8241,舌乾不燥,舌苔濕度乾。
8242,唇燥舌枯,唇乾。
8243,唇燥舌枯,舌苔濕度乾。
8244,口乾舌焦,口乾。
8245,口乾舌焦,舌苔濕度乾。
8246,唇舌乾燥,唇乾。
8247,唇舌乾燥,舌苔濕度乾。
8248,唇舌乾紅,唇色紅。
8249,唇舌乾紅,唇乾。
8250,唇舌乾紅,舌體顏色紅色。
8251,唇舌乾紅,舌苔濕度乾。
8252,猝痛,頭痛。
8253,舌質淡暗,舌體顏色淡白色。
8254,舌質多紅,舌體顏色紅色。
8255,舌紅光,舌體顏色紅色。
8256,舌淡,舌體顏色淡白色。
8257,面白顴赤,面色白。
8258,面白顴赤,面色紅。
8259,唇若塗丹,唇色紅。
8260,口躁,口乾。
8261,咽乾心煩,喉乾。
8262,咽乾心煩,情緒煩躁。
8263,腰腿痠軟無力,腰酸。
8264,腰腿痠軟無力,腰無力。
8265,骨蒸盜汗,骨蒸。
8266,骨蒸盜汗,盜汗。
8267,發夢遺精,多夢。
8268,發夢遺精,遺精。
8269,舌紅乾少苔,舌體顏色紅色。
8270,舌紅乾少苔,舌苔濕度乾。
8271,舌紅乾少苔,舌苔厚度薄。
8272,胃脘痛，多見於空腹時，得食或得按則減,胃痛食後減輕。
8273,胃脘痛，多見於空腹時，得食或得按則減,胃痛。
8274,皮色晄白，觸之不溫，遇寒則痛，得熱痛減,面色白。
8275,牙關緊閉,口噤。
8276,泄瀉清稀,大便次多。
8277,泄瀉清稀,大便質稀。
8278,身形拘急,四肢拘急。
8279,肌膚麻木,全身麻。
8280,熱退汗出不止,自汗。
8281,咳甚而咳血,咳血。
8282,咳甚而咳血,劇咳。
8283,咳逆無痰,咳嗽。
8284,咳逆無痰,氣逆。
8285,寒熱汗出,寒熱往來。
8286,寒熱汗出,自汗。
8287,發熱惡風,發熱。
8288,發熱惡風,惡風。
8289,輕微咳嗽,微咳。
8290,吐衂,鼻衄。
8291,歷節疼痛不可忍,關節痛。
8292,局部畏寒,畏寒。
8293,下稀水,大便質稀。
8294,吐利,嘔吐。
8295,吐利,大便質稀。
8296,吐利,大便次多。
8297,皮色晄白，觸之不溫，遇寒則痛，得熱痛減,全身冷。
8298,手足溫和,四肢暖。
8299,口乾舌燥而渴,口乾。
8300,口乾舌燥而渴,舌苔濕度乾。
8301,口乾舌燥而渴,口渴。
8302,手足笨重，活動不便，疼痛固定,四肢重。
8303,手足笨重，活動不便，疼痛固定,四肢痛。
8304,苔黃舌乾,舌苔顏色黃。
8305,苔黃舌乾,舌苔濕度乾。
8306,大熱煩渴,情緒煩躁。
8307,大熱煩渴,壯熱。
8308,身熱無汗,身熱不揚。
8309,身熱無汗,無汗。
8310,面赤氣粗,面色紅。
8311,面赤氣粗,呼吸聲大。
8312,咳痰帶血，不甚渴飲,痰挾血。
8313,咳痰帶血，不甚渴飲,咳嗽。
8314,咳痰帶血，不甚渴飲,口渴。
8315,咳嗽少痰,痰量少。
8316,咳嗽少痰,咳嗽。
8317,惡寒無汗,惡寒。
8318,惡寒無汗,無汗。
8319,里急後重,大便不暢。
8320,里急後重,大便急迫。
8321,背發風疹,皮膚生疹。
8322,風疹紅色,皮膚紅疹。
8323,咯痰不暢,咳痰。
8324,咯痰不暢,咽阻。
8325,疹出稠密,皮膚生疹。
8326,斑疹紅赤不透,皮膚紅疹。
8327,息粗有聲,呼吸聲大。
8328,微寒,畏寒。
8329,嗆咳，咳甚則嘔,嗆咳。
8330,昏暈欲僕,意識昏迷。
8331,身不能轉側,難臥。
8332,言語模糊,意識譫語。
8333,目緊閉,目瞑。
8334,腿麻,下肢麻木。
8335,震顫無力,四肢無力。
8336,後頂枕部灼熱及脹墜感尤以晚上為甚，局部冷敷稍舒,頭熱。
8337,後頂枕部灼熱及脹墜感尤以晚上為甚，局部冷敷稍舒,頭脹。
8338,畏光,喜暗。
8339,頭頂部有跳動感,頭顫。
8340,巔頂疼痛劇烈,頭痛。
8341,視物昏花,目花。
8342,手心常灼,手心熱。
8343,舌質萎白,舌體顏色淡白色。
8344,大便狀如羊屎,大便質硬。
8345,大便狀如羊屎,大便次少。
8346,陣發性出汗,自汗。
8347,夜難入眠,難眠。
8348,時有語無倫次現象,意識譫語。
8349,聽力減退,重聽。
8350,兩目複視,目花。
8351,頸部肌肉掣動,頸項顫。
8352,點頭,頭搖。
8353,眼突出如核桃大,眼瞼浮腫。
8354,複視,目花。
8355,舌潤,舌苔濕度潤。
8356,微熱或不熱,低熱。
8357,胸緊,胸悶。
8358,憎寒,畏寒。
8359,汗出不透,自汗。
8360,下利白色黏液,大便次多。
8361,下利白色黏液,大便質稀。
8362,下利白色黏液,大便挾黏液。
8363,不饑不食,食欲低落。
8364,身體蜷臥,蜷臥。
8365,惡寒鼓慄,惡寒。
8366,惡寒鼓慄,身顫。
8367,神情頹唐,情緒神疲。
8368,微有惡寒,畏寒。
8369,脅下滿,脅脹。
8370,脅下硬滿,脅脹。
8371,巔頂作痛,頭痛。
8372,咽中似有痰阻，咯之不暢,咳痰。
8373,咽中似有痰阻，咯之不暢,咽阻。
8374,舌邊尖紅,舌尖顏色紅。
8375,舌邊紅,舌尖顏色紅。
8376,舌質暗紅前半無苔,舌尖顏色深紅。
8377,舌根有薄,舌苔厚度薄。
8378,舌紅中剝而乾,舌體顏色紅色。
8379,舌紅中剝而乾,舌苔濕度乾。
8380,舌紅潤,舌體顏色紅色。
8381,舌紅潤,舌苔濕度潤。
8382,舌紅中兼白色,舌體顏色紅色。
8383,舌紅中兼白色,舌體顏色淡白色。
8384,巔頂痛徹目,頭痛。
8385,兩腿抽掣攣痛,下肢抽搐。
8386,兩腿抽掣攣痛,下肢痛。
8387,尿少而赤,小便量少。
8388,尿少而赤,小便色紅。
8389,壯熱微汗,少汗。
8390,壯熱微汗,壯熱。
8391,月經量少色淡而錯後,月經量少。
8392,月經量少色淡而錯後,月經色淡紅。
8393,月經量少色淡而錯後,月經後期。
8394,四肢煩疼,四肢痛。
8395,身發紅色風疹,皮膚紅疹。
8396,身瘙癢，按之微熱,皮膚癢。
8397,身瘙癢，按之微熱,全身灼熱。
8398,舌紅暗,舌尖顏色深紅。
8399,舌乾瘦,舌形狀瘦薄。
8400,舌乾瘦,舌苔濕度乾。
8401,少苔,舌苔形體部分剝落。
8402,苔淡灰薄膩,舌苔厚度薄。
8403,苔淡灰薄膩,舌苔質地黏膩。
8404,苔淡灰薄膩,舌苔顏色白。
8405,舌苔薄黃帶灰,舌苔厚度薄。
8406,舌苔薄黃帶灰,舌苔顏色黃。
8407,舌苔薄黃帶灰,舌苔顏色白。
8408,舌質絳乾,舌體顏色深紅色。
8409,舌質絳乾,舌苔濕度乾。
8410,舌淡紅潤淡白,舌體顏色淡紅色。
8411,舌淡紅潤淡白,舌體顏色淡白色。
8412,舌淡紅潤淡白,舌苔濕度潤。
8413,脘悶不饑,胃悶。
8414,脘悶不饑,食欲低落。
8415,胸膈痞滿，滿而不痛,胸悶。
8416,胸脅滿疼,胸悶。
8417,胸脅滿疼,胸痛。
8418,胸脅滿疼,脅脹。
8419,胸脅滿疼,脅痛。
8420,睡眠易驚,情緒心驚。
8421,睡眠易驚,易醒。
8422,惡夢驚恐,情緒心驚。
8423,惡夢驚恐,情緒恐懼。
8424,惡夢驚恐,多夢。
8425,痰多泡沫,痰挾沫。
8426,鼻乾不得臥,鼻乾。
8427,鼻乾不得臥,難臥。
8428,頭劇痛時泛惡,頭痛。
8429,頭劇痛時泛惡,噁心。
8430,畏熱,惡熱。
8431,乳蛾腫大，其上罩有黃色黏狀物,喉腫。
8432,舌體顫抖,舌顫。
8433,面部潮熱,面熱。
8434,舌體抖顫,舌顫。
8435,舌體顫動,舌顫。
8436,嘔吐酸苦,嘔吐物味酸。
8437,肢體震顫,四肢顫。
8438,髕痙攣,下肢抽搐。
8439,踝痙攣,下肢抽搐。
8440,口齒欠利,意識譫語。
8441,口乾不欲多飲,口乾。
8442,口乾不欲多飲,渴而少飲。
8443,午後頭面及周身感發熱,午後發熱。
8444,面色淡白不華或萎黃,面色白。
8445,面色淡白不華或萎黃,面色暗。
8446,面色淡白不華或萎黃,面色黃。
8447,聲低力微,情緒聲弱。
8448,四肢困憊,四肢無力。
8449,頭傾足重,頭重。
8450,頭傾足重,下肢腫脹。
8451,晨起臉浮腫,面浮腫。
8452,暮則足腫,下肢腫脹。
8453,舌象可伴見齒痕,舌形狀齒痕。
8454,舌面水液較多,舌苔濕度潤。
8455,腹部墜脹,下腹墜脹。
8456,久泄久痢,大便質稀。
8457,久泄久痢,大便次多。
8458,肛門外脫,脫肛。
8459,子宮下垂,子宮脫垂。
8460,急躁易怒,情緒急躁。
8461,急躁易怒,情緒憤怒。
8462,胸悶痰多,胸悶。
8463,胸悶痰多,痰量多。
8464,面白無華或萎黃,面色白。
8465,面白無華或萎黃,面色暗。
8466,面白無華或萎黃,面色黃。
8467,口唇爪甲淡白不榮,口淡。
8468,口唇爪甲淡白不榮,唇色白。
8469,口唇爪甲淡白不榮,指甲色白。
8470,經候愆期,月經先後不定期。
8471,皮下紫斑點,皮膚紫斑。
8472,絲狀如縷,全身血絲。
8473,踡曲成團,蜷臥。
8474,血色紫暗，夾有瘀塊,瘀血。
8475,大便色黑如柏油,大便色黑。
8476,舌質紫暗，或見紫斑、紫點、紫氣,舌體顏色紫色。
8477,腹部青筋外露，腿部青筋突出,青筋暴露。
8478,舌紅降,舌體顏色深紅色。
8479,腹內積塊,腹中痞塊。
8480,手足疼痛，遇寒增劇，得溫痛減,四肢痛。
8481,肢體肌膚紫暗發涼,皮膚色紫。
8482,肢體肌膚紫暗發涼,全身冷。
8483,月經愆期,月經先後不定期。
8484,經色紫暗，夾有血塊,月經挾塊。
8485,經色紫暗，夾有血塊,月經色紫。
8486,舌質淡暗或淡紫苔白,舌體顏色紫色。
8487,舌質淡暗或淡紫苔白,舌苔顏色白。
8488,脘腹脹悶疼痛,胃脹。
8489,脘腹脹悶疼痛,胃悶。
8490,脘腹脹悶疼痛,胃痛。
8491,脘腹脹悶疼痛,腹脹。
8492,脘腹脹悶疼痛,腹痛。
8493,小便時澀或不通,小便不通。
8494,前後不通,大便不暢。
8495,前後不通,小便不通。
8496,雖飲多而小便不行,小便不通。
8497,小便突然閉塞，感覺胎墜,小便不通。
8498,雖有尿意但排不出來,小便不通。
8499,小便點滴不通,小便不通。
8500,小便癮閉,小便不通。
8501,小便不通,小便不通。
8502,二便不通,大便不暢。
8503,二便不通,小便不通。
8504,小便癃閉,小便不通。
8505,二便突然不通,大便不暢。
8506,二便突然不通,小便不通。
8507,舌強語塞,情緒聲弱。
8508,戰慄,身顫。
8509,乳蛾腫大,喉腫。
8510,目眩畏光,目眩。
8511,目眩畏光,喜暗。
8512,打噴嚏,噴嚏。
8513,首重如裏,頭重。
8514,頭目不清,意識恍惚。
8515,忽然悶倒，昏不知人,意識昏迷。
8516,神識不清,意識恍惚。
8517,卒然眩暈,意識昏迷。
8518,喘咳,咳喘。
8519,皮膚搔癢,皮膚癢。
8520,生瘍，破流黃水滋黏,皮膚生瘡。
8521,風疹,皮膚生疹。
8522,四肢懈怠,四肢無力。
8523,身體強直,四肢強直。
8524,尿變渾濁,小便挾乳糜。
8525,口不甚渴,口不渴。
8526,足趾奇癢,皮膚癢。
8527,生瘡瘍疔毒，而見局部紅腫熱痛，或濃血雜見,皮膚生瘡。
8528,生瘡瘍疔毒,皮膚生瘡。
8529,舌白而乾,舌苔濕度乾。
8530,舌白而乾,舌體顏色淡白色。
8531,易感風寒,畏風。
8532,易感風寒,畏寒。
8533,火升面熱,面熱。
8534,面部轟熱,面熱。
8535,面有熱感,面熱。
8536,頭面轟熱,頭熱。
8537,頭面轟熱,面熱。
8538,面易烘熱,面熱。
8539,面熱汗出,頭面汗出。
8540,面熱汗出,面熱。
8541,面發熱而赤,面色紅。
8542,面發熱而赤,面熱。
8543,面赤烘熱,面色紅。
8544,面赤烘熱,面熱。
8545,面部烘熱,面熱。
8546,面紅，轟熱汗出,面色紅。
8547,面紅，轟熱汗出,頭面汗出。
8548,面紅，轟熱汗出,面熱。
8549,頭面赤熱,面色紅。
8550,頭面赤熱,頭熱。
8551,頭面赤熱,面熱。
8552,頭面一陣覺熱,頭熱。
8553,頭面一陣覺熱,面熱。
8554,頭面紅熱,面色紅。
8555,頭面紅熱,頭熱。
8556,頭面紅熱,面熱。
8557,頭面火升,頭熱。
8558,頭面火升,面熱。
8559,面紅升火,面色紅。
8560,面紅升火,面熱。
8561,肌熱,全身灼熱。
8562,舌苔乾燥,舌苔濕度乾。
8563,舌顏色淡白,舌體顏色淡白色。
8564,食入不化,大便挾食物。
8565,食少運遲,大便挾食物。
8566,消化不良,大便挾食物。
8567,消化失調,大便挾食物。
8568,飲食不化,大便挾食物。
8569,飲食不消化,大便挾食物。
8570,運化遲,大便挾食物。
8571,納後脘阻運遲,大便挾食物。
8572,晚飯根本不敢吃，吃後脹悶難受，無法安臥,大便挾食物。
8573,食不化,大便挾食物。
8574,叉手自冒心,大汗。
8575,意識喜食異物,意識喜食異物。
8576,夜時小便次多,夜時小便次多。
8577,夜時小便失禁,夜時小便失禁。
8578,大便異味,大便異味。
8579,妊娠死胎,妊娠死胎。
8580,妊娠流產,妊娠流產。
8581,妊娠難產,妊娠難產。
8582,小便異味,小便異味。
8583,性欲亢進,性欲亢進。
8584,心臟過早搏動,心臟過早搏動。
8585,早搏出現頻繁,房性早搏。
8586,心率增速（心率128次/分）,房性早搏。
8587,房性早搏,房性早搏。
8588,月經脹,月經脹。
8589,痛經，腹部脹痛,月經痛。
8590,月經痛,月經痛。
8591,月經經期長短不定,月經經期長短不定。
8592,月經週期過短,月經週期過短。
8593,月經週期過長,月經週期過長。
8594,月經週期長短不定,月經週期長短不定。
8595,月經量不定,月經量不定。
8596,經期冷,月經冷。
8597,肺積水,肺積水。
8598,脛腫脹,脛腫脹。
8599,脛浮腫,脛浮腫。
8600,腦積水,腦積水。
8601,腿浮腫,腿浮腫。
8602,足心熱,足心熱。
8603,上半身汗出,上半身汗出。
8604,下肢冷,下肢冷。
8605,下肢抽搐,下肢抽搐。
8606,下肢拘急,下肢拘急。
8607,下肢沉重,下肢沉重。
8608,下肢潰瘍,下肢潰瘍。
8609,下肢無力,下肢無力。
8610,下肢生斑,下肢生斑。
8611,下肢生疹,下肢生疹。
8612,下肢生瘡,下肢生瘡。
8613,下肢痛,下肢痛。
8614,下肢紫斑,下肢紫斑。
8615,下肢腫脹,下肢腫脹。
8616,下肢酸,下肢酸。
8617,乳房下垂,乳房下垂。
8618,乳房脹,乳房脹。
8619,便後無力,便後無力。
8620,停經溢乳,停經溢乳。
8621,先寒後熱,先寒後熱。
8622,先熱後寒,先熱後寒。
8623,全身痛,全身痛。
8624,全身腫脹,全身腫脹。
8625,全身色暗,全身色暗。
8626,全身血絲,全身血絲。
8627,全身酸,全身酸。
8628,全身重,全身重。
8629,全身麻,全身麻。
8630,前陰冷,前陰冷。
8631,劇咳,劇咳。
8632,午後夜時發熱,午後發熱。
8633,半身偏癱,半身偏癱。
8634,口出血,口出血。
8635,口吐沫,口吐沫。
8636,口澀,口澀。
8637,口熱,口熱。
8638,口甜,口甜。
8639,口瘡,口瘡。
8640,口目歪斜,口目歪斜。
8641,口腥,口腥。
8642,口角歪斜,口角歪斜。
8643,口酸,口酸。
8644,口鹹,口鹹。
8645,右半身汗出,右半身汗出。
8646,右手麻,右手麻。
8647,右耳乾,右耳乾。
8648,右耳內出水,右耳內出水。
8649,右耳內出血,右耳內出血。
8650,右耳內流膿,右耳內流膿。
8651,右耳內長肉,右耳內長肉。
8652,右耳痛,右耳痛。
8653,右耳癢,右耳癢。
8654,右耳聾,右耳聾。
8655,右耳脹,右耳脹。
8656,右耳膜凹陷,右耳膜凹陷。
8657,右耳重聽,右耳重聽。
8658,右耳鳴,右耳鳴。
8659,右脅腫,右脅腫。
8660,吐水,吐水。
8661,吐涎,吐涎。
8662,吐蛔,吐蛔。
8663,吐酸,泛酸。
8664,吞嚥不暢,吞嚥不暢。
8665,呼吸不暢,呼吸不暢。
8666,呼吸哮鳴,呼吸哮鳴。
8667,呼吸痰鳴,呼吸痰鳴。
8668,呼吸聲大,呼吸聲大。
8669,呼涼氣,呼涼氣。
8670,咳吐,咳吐。
8671,咳嘔,咳嘔。
8672,咳時尿出,咳時尿出。
8673,咳聲大,咳聲大。
8674,咳聲小,咳聲小。
8675,咳鳴,咳鳴。
8676,咽阻,咽阻。
8677,唇出血,唇出血。
8678,唇反,唇反。
8679,唇暗,唇暗。
8680,唇痛,唇痛。
8681,唇痿,唇痿。
8682,唇瘀斑,唇瘀斑。
8683,唇瘡,唇瘡。
8684,唇腫,唇腫。
8685,唇色白,唇色白。
8686,唇色紅,唇色紅。
8687,唇色紫,唇色紫。
8688,唇色黃,唇色黃。
8689,唇裂,唇裂。
8690,唇顫,唇顫。
8691,喉腫,喉腫。
8692,喜向內臥,喜向內臥。
8693,喜向外臥,喜向外臥。
8694,喜暗,喜暗。
8695,喜溫,喜溫。
8696,嗆咳,嗆咳。
8697,嘔吐物味臭,嘔吐物味臭。
8698,嘔吐物味酸,嘔吐物味酸。
8699,嘔吐物質黏,嘔吐物質黏。
8700,噴嚏,噴嚏。
8701,四肢僵硬,四肢僵硬。
8702,四肢強直,四肢強直。
8703,四肢抽搐,四肢抽搐。
8704,四肢抽筋,四肢抽筋。
8705,四肢暖,四肢暖。
8706,四肢汗出,四肢汗出。
8707,四肢潰瘍,四肢潰瘍。
8708,四肢熱,四肢熱。
8709,四肢生斑,四肢生斑。
8710,四肢生疹,四肢生疹。
8711,四肢生瘡,四肢生瘡。
8712,四肢痛,四肢痛。
